recId,searchText
1070,"с. Мангистау, 24 квартал, стр. 10/3"
1071,"с. Мангистау, ЖМ Квартал-5, д. 17/4"
1072,"Мангистау, в здании ж/д вокзала"
1073,"с. Атамекен, ул. Арай, б/н"
1074,"11 мкр-н, д. 112 Г"
1075,"11 мкр-н, д. 112 Г"
1076,"11 мкр-н, д. 144А"
1077,"11 мкр-н,  д. 28"
1078,"11 мкр-н, д. 47"
1079,"11 мкр-н, д. 76А"
1080,"12 Б мкр-н, д. 90"
1081,"12Б мкр-н, д. 90"
1082,"12 мкр-н, д. 16"
1083,"12 мкр-н, д. 21 Л"
1084,"12 мкр-н, д. 21Л"
1085,"12 мкр-н, д. 25 Б"
1086,"12 мкр-н, д. 30Е"
1087,"12 мкр-н, д. 54"
1088,"12 мкр-н, д. 54 Г"
1089,"12 мкр-н, д. 65"
1090,"41 разъезд, уч-к 666"
1091,"5 мкр-н, ул. Есет-батыра, д. 107"
1092,"5 мкр-н, ул. Тургенева, д. 100/1"
1093,"8 мкр-н, ул. Бр. Жубановых, д. 292/1"
1094,"8 мкр-н, ул. Гришина, д. 70/1"
1095,"8 мкр-н, ул. М.Оспанова, д. 73А"
1096,"ЖК Золотой Квартал, пр. Алии Молдагуловой, д. 56Д к2"
1097,"ЖК Юнис-Сити, ул. Бокенбай Батыра, д. 155/6"
1098,"ЖМ Жанаконыс, уч-к 132/12"
1099,"ЖМ Каргала, д. 10, кв. 163"
1100,"ЖМ Каргалы, 4 мкр-н, д. 16"
1101,"ЖМ Каргалы, д. 15 Д"
1102,"ЖМ Келешек, д. 1"
1103,"Курсантское шоссе, д. 1 А"
1104,"мкр. Батыс-2, д. 19 В"
1105,"мкр. Батыс-2, д. 8"
1106,"мкр. Батыс-2, д. 9/1"
1107,"мкр. Болашак, ул. Бокенбай батыра, д. 129Е"
1108,"мкр. Болашак, ул. Бокенбай батыра, д. 133"
1109,"пос. Акжар-2, уч-к 1523 А"
1110,"пос. Заречный-1, ул. Букенбаева, д. 18 А"
1111,"пос. Заречный-1, ул. Центральная, д. 30 А"
1112,"пос. Заречный-3, ул. Биекенова, уч-к 1004"
1113,"пос. Заречный-3, ул. Жумабека Ташенова, уч-к 520 А"
1114,"пос. Заречный-4, уч-к 230 А"
1115,"пос. Заречный, ул. Молдавская, д. 2 А"
1116,"пос. Каргалы, ЖМ Каргалы, д. 11 В"
1117,"пос. Каргалы, ЖМ Каргалы, д. 25 Б"
1118,"пос. Каргалы, ул. Сатпаева, д. 45 Б"
1119,"пос. Каргалы, ул. Сатпаева, д. 74 А"
1120,"пос. Кенаса Нокина, ул. Парковая, д. 1"
1121,"пос. Кирпичный, ул. Акжарская, д. 4 Б"
1122,"пос. Ясное, ул. ПМС, д. 3А"
1123,"пр. Абылхаир хана, д. 1"
1124,"пр. Абылхаир хана, д. 1"
1125,"пр. Абылхаир Хана, д. 14"
1126,"пр. Абылхаир хана, д. 15"
1127,"пр. Абылхаир хана, д. 31"
1128,"пр. Абылхаир хана, д. 34"
1129,"пр. Абылхаир Хана, д. 42"
1130,"пр. Абылхаир Хана, д. 46"
1131,"пр. Абылхаир хана, д. 53"
1132,"пр. Абылхаир хана, д. 53"
1133,"пр. Абылхаир Хана, д. 79"
1134,"пр. Абылхаир хана, д. 85"
1135,"пр. Абылхаир хана, д. 89"
1136,"пр. Абылхаир хана, д. 89"
1137,"пр. Абылхаир хана, д. 90"
1138,"пр. А.Молдагуловой, д. 2"
1139,"пр. А.Молдагуловой, д. 39"
1140,"пр. А.Молдагуловой, д. 4"
1141,"пр. А.Молдагуловой, д. 58/1"
1142,"пр. Бейбитшилик, д. 15"
1143,"пр. Бейбитшилик, д. 17/1"
1144,"пр. Бейбитшилик, д. 17 В"
1145,"пр. Бейбитшилик, д. 17 В"
1146,"пр. Мира, д. 39 А"
1147,"пр. Молдагуловой, д. 24"
1148,"пр. Нокина, д. 53"
1149,"пр. Победы, д. 14"
1150,"пр. Санкибай батыра, д. 159 В"
1151,"пр. Санкибай батыра, д. 171 П"
1152,"пр. Санкибай батыра, д. 249"
1153,"пр. Санкибай батыра, д. 24 Н"
1154,"пр. Санкибай батыра, д. 24 Н"
1155,"пр. Санкибай батыра, д. 46"
1156,"пр. Санкибай Батыра, д. 48А, П11"
1157,"р-н Авиагородок, д. 20"
1158,"р-н Авиагородок, д. 25 А"
1159,"р-н Авиагородок, д. 25 А"
1160,"р-н Авиагородок, д. З Д"
1161,"с. Акжар, ул. Бирлик, д. 1"
1162,"с. Каргалинское, ул. Сатпаева, д. 40"
1163,"с. Кенеса Нокина, д. 1"
1164,"ул. 101 стрелковой бригады, д. 5 Г"
1165,"ул. 101 Стрелковой Бригады, д. 8"
1166,"ул. 1905 года, д. 63"
1167,"ул. 30 лет Казахстана, д. 5"
1168,"ул. 8 марта, д. 14"
1169,"ул. 8 марта, д. 8"
1170,"ул. Абылхаир Хана, д. 64/1"
1171,"ул. Абылхаир хана, д. 85"
1172,"ул. Аз-Наурыз, д. 34"
1173,"ул. Айтеке би, д. 27"
1174,"ул. Актюбинская, д. 45 Б"
1175,"ул. Алтынсарина, д. 33"
1176,"ул. Асау Барака, д. 114"
1177,"ул. Асау Барака, д. 216"
1178,"ул. Ахтанова, д. 48/4"
1179,"ул. Ахтанова, д. 48/4"
1180,"ул. Ахтанова, д. 48/4"
1181,"ул. Ахтанова, д. 48/4"
1182,"ул. Ахтанова, д. 48/4"
1183,"ул. Ахтанова, д. 48/5"
1184,"ул. Ахтанова, д. 48/5"
1185,"ул. Ахтанова, д. 48/5"
1186,"ул. Ахтанова, д. 57"
1187,"ул. Ахтанова, д. 59"
1188,"ул. Берсиева, д. 1 Б"
1189,"ул. Бокенбай Батыра, д. 32/3"
1190,"ул. Братьев Жубановых, д. 209"
1191,"ул. Братьев Жубановых, д. 306"
1192,"ул. Бр. Жубановых, д. 275"
1193,"ул. Бр. Жубановых, д. 276"
1194,"ул. Бр. Жубановых, д. 282"
1195,"ул. Бр. Жубановых, д. 284"
1196,"ул. Бр. Жубановых, д. 285 А"
1197,"ул. Бр. Жубановых, д. 285 А"
1198,"ул. Бр. Жубановых, д. 289/1"
1199,"ул. Бр. Жубановых, д. 290/2"
1200,"ул. Бр. Жубановых, д. 293 Г"
1201,"ул. Валиханова, д. 1"
1202,"ул. Валиханова, д. 1"
1203,"ул. Валиханова, д. 1"
1204,"ул. Валиханова, д. 10 Б"
1205,"ул. Валиханова, д. 14"
1206,"ул. Валиханова, д. 18"
1207,"ул. Валиханова, д. 1Т"
1208,"ул. Валиханова, д. 3"
1209,"ул. Гастелло, д. 33 А"
1210,"ул. Гоголя, д. 10А"
1211,"ул. Есет батыра, д. 103"
1212,"ул. Есет Батыра, д. 105"
1213,"ул. Есет батыра, д. 116"
1214,"ул. Есет батыра, д. 130/1"
1215,"ул. Есет батыра, д. 71/2"
1216,"ул. Есет батыра, д. 95/1"
1217,"ул. Жаманкулова, д. 27"
1218,"ул. Жанкожа батыра, д. 173"
1219,"ул. Жанкожа батыра, д. 6/51"
1220,"ул. Жиенбаева, д. 46"
1221,"ул. Жургенева, д. 177А"
1222,"ул. Жургенова, д. 177/а"
1223,"ул. Заводская, д. 43"
1224,"ул. Заводская, д. 43"
1225,"ул. Иманова, д. 114 А"
1226,"ул. Казангапа, д. 48"
1227,"ул. Кандагачская, д. 33 А"
1228,"ул. Кереева, д. 1"
1229,"ул. Кереева, д. 2"
1230,"ул. Кобозева, д. 31"
1231,ул. Кобозева. д. 97 А
1232,"ул. Конаева, д. 1/7"
1233,"ул. Кулымбетова, д. 173 А"
1234,"ул. Кунаева, д. 167А"
1235,"ул. Кунаева, д. 167А"
1236,"ул. Кунаева, д. 202"
1237,"ул. Кунаева, д. 208"
1238,"ул. Макаренко, д. 1"
1239,"ул. Макаренко, д. 34"
1240,"ул. Мангилик Ел, д. 20"
1241,"ул. Маресьева, д. 40"
1242,"ул. Маресьева, д. 40"
1243,"ул. Маресьева, д. 67"
1244,"ул. Маресьева, д. 92"
1245,"ул. Маресьева, д. 99"
1246,"ул. М.Оспанова, д. 54/2, кв. 77"
1247,"ул. М.Оспанова, д. 57"
1248,"ул. Набережная, д. 37"
1249,"ул. Набережная, д. 70 Б"
1250,"ул. Нариманова, д. 35"
1251,"ул. Некрасова, д. 44"
1252,"ул. Некрасова, д. 79"
1253,"ул. Нокина, д. 13 Б"
1254,"ул. Нокина, д. 16/1"
1255,"ул. Ораза Татеулы, д. 2А НП5а"
1256,"ул. Ораза Татеулы, д. 5А/32"
1257,"ул. Пацаева, д. 7/1"
1258,"ул. Пожарского, д. 34"
1259,"ул. Пугачева, д. 9 А"
1260,"ул. Рыскулова, д. 200"
1261,"ул. Санкибай батыра, д. 14 Д"
1262,"ул. Санкибай батыра, д. 24"
1263,"ул. Сатпаева, д. 11"
1264,"ул. Сатпаева, д. 11"
1265,"ул. Сатпаева, д. 12"
1266,"ул. Смагулова, д. 38"
1267,"ул. Тайманова, д. 12"
1268,"ул. Тайманова, д.1Г"
1269,"ул. Тайманова, д. 37 А"
1270,"ул. Тилеу батыра, д. 8 Б"
1271,"ул. Тургенева, д. 36"
1272,"ул. Тургенева, д. 74"
1273,"ул. Тургенева, д. 88"
1274,"ул. Чекалина, д. 30 Б"
1275,"ул. Чернышевского, д. 107, корп. 1"
1276,"ул. Шайкенова, д. 13А"
1277,"ул. Шайкенова, д. 14"
1278,"ул. Шайкенова, д. 20"
1279,"ул. Шайкенова, д. 88"
1280,"ул. Шернияза, д. 161"
1281,"ул. Шернияза, д. 57"
1282,"ул. Шернияза, д. 58"
1283,"ул. Шернияза, д. 60"
1284,"пос. Жанаконыс, ул. Советская, уч-к 141/Б"
1285,"ул. 101 Стрелковой Бригады, д. 8"
1286,ул. Кунаева. д. 208
1287,"ул. Набережная, д. 86"
1288,"ул. О.Кошевого, д. 113/2"
1289,"ул. Иманова, д. 16"
1290,"ул. Маресьева, д. 40"
1291,"ул. Тургенева, д. 68"
1292,"мкр. Авангард-2, д. 1"
1293,"мкр. Авангард-2, д. 1"
1294,"мкр. Авангард-2, д. 10"
1295,"мкр. Авангард-2, д. 11Б, блок 6"
1296,"мкр. Авангард-3, д. 31"
1297,"мкр. Авангард-3, д. 40"
1298,"мкр. Авангард-3, д. 73"
1299,"мкр. Авангард-3, ул. Владимирского, д. 32"
1300,"мкр. Авангард-3, ул. Владимирского, д. 32"
1301,"мкр. Авангард, ул. Курмангазы, д. 26"
1302,"мкр. Авангард, ул. Курмангазы, д. 26"
1303,"мкр. Авангард, ул. Курмангазы, д. 26"
1304,"мкр. Алмагуль, д. 1"
1305,"мкр. Алмагуль, д. 18А"
1306,"мкр. Алмагуль, д. 5А"
1307,"мкр. Алмагуль, д. 7А"
1308,"мкр. Атырау, д. 5А"
1309,"мкр. Атырау, проезд-1, д. 12"
1310,"мкр. Атырау, ул. Атырау, д. 327Б"
1311,"мкр. Балауса-1, д. 129"
1312,"мкр. Балауса, ул. 37, д. 97"
1313,"мкр. Водников, ул. 1 Мая, д. 24 А"
1314,"мкр. Жеруйык, ул. Маденова, д. 1А"
1315,"мкр. Жилгородок, ул. Ауезова, д. 25"
1316,"мкр. Жулдыз, ул. 6, уч-к 10"
1317,"мкр. Жулдыз, ул. 6-я, уч-к 10А"
1318,"мкр. Кок-Арна, д. 55"
1319,"мкр. Лесхоз, д. 54"
1320,"мкр. Лесхоз, ул. 7, д. 15"
1321,"мкр. Мясокомбинат, д. 102"
1322,"мкр. Нурсая, д. 11, кв. 35"
1323,"мкр. Нурсая, д. 12"
1324,"мкр. Нурсая, д. 14/15"
1325,"мкр. Нурсая, д. 22"
1326,"мкр. Нурсая, д. 28"
1327,"мкр. Нурсая, д. 52"
1328,"мкр. Нурсая, ул. Габдиева, д. 34 А"
1329,"мкр. Оркен, ул. С.Шуреева, д. 95 А"
1330,"мкр. Привокзальный-3А, д. 20"
1331,"мкр. Привокзальный-3А, д. 51А"
1332,"мкр. Привокзальный-5, д. 11"
1333,"мкр. Привокзальный-5, д. 28"
1334,"мкр. Привокзальный-5, д. 29"
1335,"мкр. Привокзальный, д. 3"
1336,"мкр. Привокзальный, д. 3А"
1337,"мкр. Привокзальный, ул. Бергалиева, д. 71"
1338,"мкр. Сарыарка, д. 40"
1339,"мкр. Сарыарка, ул. Жиембет, д. 36"
1340,"мкр. Сарыкамыс, ул. 20, д. 1"
1341,"мкр. Тулпар, д. 74"
1342,"мкр. Центральный, д. 8"
1343,"пос. Балыкшы, ул. А.Кунанбаева, д. 17Б"
1344,"пос. Балыкшы, ул. Кожакаева, д. 8"
1345,пос. Геолог
1346,"пос. Геолог, д. 26 А"
1347,"пос. Геолог, ул. Агрономная, д. 50"
1348,"пос. Геолог, ул. Сапыра жырау, д. 1"
1349,"пос. Жумыскер, ул. Бекмагамбетова, д. 183А"
1350,"пос. Томарлы, ул. Колхозная, д. 22Б"
1351,"пр. Азаттык, д. 113"
1352,"пр. Азаттык, д. 127"
1353,"пр. Азаттык, д. 2В"
1354,"пр. Азаттык, д. 46"
1355,"пр. Азаттык, д. 71"
1356,"пр. Ауэзова, 56"
1357,"пр. Ауэзова, 56"
1358,"пр. Бейбарыс Султан, д. 1"
1359,"пр. Сатпаева, д. 14"
1360,"пр. Сатпаева, д. 17А"
1361,"пр. Сатпаева, д. 37"
1362,"пр. Сатпаева, д. 40"
1363,"пр. С.Бейбарыса, д. 1"
1364,"пр. С.Бейбарыса, д. 1"
1365,"пр. С.Бейбарыса, д. 1"
1366,"пр. С.Бейбарыса, д. 1"
1367,"пр. С.Бейбарыса, д. 1"
1368,"пр. С.Бейбарыса, д. 1"
1369,"пр. С.Бейбарыса, д. 386"
1370,"с. Ак Жайык, ул. Нуржанова, д. 8А"
1371,"Северная Промышленная Зона, д. 46 А"
1372,"с. Томарлы, мкр. Жулдыз, ул. 13, стр. 11"
1373,"трасса Дамба, 5 км, д. 54"
1374,"ул. Абая, д. 15"
1375,"ул. Абая Кунанбаева, д. 17Б"
1376,"ул. Актауская, д. 14"
1377,"ул. А.Кунанбаева, д. 17Б"
1378,"ул. А.Кунанбаева, д. 30"
1379,"ул. Ахмета Жубанова, д. 67"
1380,"ул. Баймуханова, 66Б"
1381,"ул. Баймуханова, 66Б"
1382,"ул. Баймуханова, д. 43"
1383,"ул. Баймуханова, д. 45А"
1384,"ул. Баймуханова, д. 58/2"
1385,"ул. Баймуханова, д. 62В"
1386,"ул. Валиханова, д. 51"
1387,"ул. Владимирского, б/н"
1388,"ул. Гумарова, д. 4"
1389,"ул. Досмухамедова, д. 33"
1390,"ул. Дутбаева, д. 36"
1391,"ул. Еркинова, д. 75"
1392,"ул. Ерниязова, д. 12Б"
1393,"ул. Ерниязова, д. 2А"
1394,"ул. Жарбосынова, д. 113"
1395,"ул. Карымсакова, д. 4А"
1396,"ул. Кулманова, д. 135"
1397,"ул. Курмангазы, д. 11"
1398,"ул. Курмангалиева, д. 52"
1399,"ул. Махамбета,  д. 118 Е"
1400,"ул. Махамбета Утемисова, д. 116А"
1401,"ул. Махамбета Утемисова, д. 116А"
1402,"ул. Махамбета Утемисова, д. 116А"
1403,"ул. Махамбета Утемисова, д. 116А"
1404,"ул. М. Баймуханова, 3, кв. 52"
1405,"ул. М. Баймуханова, 3, кв. 52"
1406,"ул. Молдагуловой, д. 91"
1407,"ул. М. Утемисова, 98"
1408,"ул. М. Утемисова, д. 98"
1409,"ул. Сатпаева, 32, кв. 67"
1410,"ул. Сатпаева, 32, кв. 67"
1411,"ул. Сатпаева, д. 14"
1412,"ул. Сатыбалдина, д. 95"
1413,"ул. С.Датова, д. 113"
1414,"ул. С.Датова, д. 203"
1415,"ул. Сланова, д. 2"
1416,"ул. Сырдарьинская, д. 20"
1417,"ул. Сырыма Датова, 11"
1418,"ул. Сырыма Датова, 11"
1419,"ул. Сырыма Датова, д. 46"
1420,"ул. Тайманова, д. 135"
1421,"ул. Утемисова, д. 112"
1422,"мкр. Алмагуль, д. 1"
1423,"пос. Рембаза, пер. Гарышкер, д. 27А"
1424,"1 мкр-н, д. 5"
1425,"2 мкр-н, д. 14"
1426,"аллея Алтын-адам, б/н"
1427,"мкр. Ынтымак, д. 43"
1428,"с. Байтерек, ул. Алмерек Абыз, д. 31"
1429,"с. Байтерек, ул. Солнечная, д. 7"
1430,"с. Кайназар, ул. Алматинская, д. 72А"
1431,"ул. Абая, д. 117А"
1432,"ул. Алматинская, 114/132"
1433,"ул. Алматинская, 114/132"
1434,"ул. Алматинская, 114/132"
1435,"ул. Алматинская, д. 154"
1436,"ул. Алматинская, д. 154"
1437,"ул. Алматинская, д. 157"
1438,"ул. Алматинская, д. 157"
1439,"ул. Алтын адам, б/н"
1440,"ул. Алтын Адам, д. 23"
1441,"ул.  Алтын Адам, д. 85 Б"
1442,"ул. Амангельды/Чапаева, д. 10"
1443,"ул. Астана, д. 103А"
1444,"ул. Ауэзова, д. 77"
1445,"ул. Валиханова, д. 24Б"
1446,"ул. Кешубаева, д. 41"
1447,"ул. Торговая, б/н"
1448,"2 мкр-н, ул. Шугыла, д. 28"
1449,"мкр. Арай, ул. Мангистау, стр. 4"
1450,"мкр. Оркен, д. 1Д"
1451,"мкр. Оркен, д. 1Д"
1452,"мкр. Самал-3, д. 44"
1453,"мкр. Самал-3, д. 44"
1454,"мкр. Самал, б/н"
1455,"мкр. Самал, б/н"
1456,"мкр. Самал, д. 25"
1457,"мкр. Самал, здание ""Гастроном-1"""
1458,"мкр. Самал, здание ""Гастроном-1"""
1459,"мкр. Шанырак, д. 37"
1460,"ул. Абай, д. 97"
1461,"ул. Абая, д. 5Б"
1462,"ул. Абая, д. 5Б"
1463,"ул. Абая, д. 5Б"
1464,"ул. Абая, д. 97"
1465,"ул. Абая, д. 97"
1466,"ул. Абая, д. 97"
1467,"мкр. Арай, ул. Мангистау, стр. 3"
1468,"мкр. Оркен, д. 1Д"
1469,"мкр. Оркен, стр. 1Д"
1470,"мкр. Самал-3, д. 44"
1471,"мкр. Самал-3, д. 44"
1472,"6 мкр-н, ул. М.Джалиля, д. 19"
1473,"6 мкр-н, ул. М.Джалиля, д. 7Б"
1474,"бульвар Гарышкерлер, д. 6"
1475,"пр. Алашахана, 3"
1476,"пр. Алашахана, 3"
1477,"пр. Алашахана, д. 22в"
1478,"с. Кенгир, ул. Ауэзова, д. 27"
1479,"ул. Абая, д. 132 А"
1480,"ул. Абая, д. 63, кв. 3"
1481,"ул. Абая, д. 89Б"
1482,"ул. Алашахана, д. 20"
1483,"ул. Алашахана, д. 24"
1484,"ул. Алашахана, д. 24 б"
1485,"ул. Алашахана, д. 27"
1486,"ул. Алашахана, д. 2, кв. 46"
1487,"ул. Алашахана, д. 32 В"
1488,"ул. Аманжолова, д. 8/1"
1489,"ул. Анаркулова, д. 8А"
1490,"ул. Бауыржана Момышулы, д. 7/2"
1491,"ул. Гагарина, д. 28"
1492,"ул. Ғарышкерлер, д. 25"
1493,"ул. Есенова, д. 18"
1494,"ул. Железнодорожная, д. 14 А"
1495,"ул. Мира, д. 17"
1496,"ул. Мира, д. 39"
1497,"ул. Мира, д. 57"
1498,"ул. Муканова, д. 9"
1499,"ул. Омарова, 9"
1500,"ул. Омарова, д. 9"
1501,"ул. Пушкина, д. 5"
1502,"ул. Сакена Сейфуллина, д. 56"
1503,"ул. Сакена Сейфуллина, д. 56"
1504,"ул. Сакена Сейфуллина, д. 59А"
1505,"ул. Сакена Сейфуллина, д. 60"
1506,"ул. Сары-Арка, д. 1"
1507,"ул. Сарыарка, д. 8"
1508,"ул. Сатпаева, д. 44"
1509,"ул. Сатпаева, д. 50"
1510,"ул. Сейфуллина, 53, кв. 17"
1511,"ул. Сейфуллина, д. 33"
1512,"ул. Сейфуллина, д. 44"
1513,"ул. Сейфуллина, д. 61"
1514,"ул. Сейфуллина, д. 65, кв. 1"
1515,"ул. С.Сейфуллина, д. 43 А"
1516,"ул. С.Сейфуллина, д. 61"
1517,"ул. Тусупбекова, д. 17, кв. (офис) 7"
1518,"ул. Улытау, д. 54"
1519,"ул. Улытауская, д. 4А"
1520,"6 мкр-н, ул. Мусы Джалиля, д. 11"
1521,"ул. Ауэзова, б/н"
1522,"ул. Ауэзова, б/н"
1523,"ул. Ауэзова, б/н"
1524,"ул. Ауэзова, д. 22 Г"
1525,"ул. Ауэзова, д. 97"
1526,"ул. Ауэзова, д. 97"
1527,"ул. Ауэзова, д. 9 А"
1528,"ул. Ауэзова, д. 9 А"
1529,"ул. Ауэзова, д. 9 А"
1530,"ул. Байботаева, д. 35"
1531,"ул. Байботаева, д. 35"
1532,"ул. Байботаева, д. 35"
1533,"ул. Кожанова, б/н"
1534,"ул. Шакарима, д. 9"
1535,"ул. Жансугурова, д. 17"
1536,"1 мкр-н, д. 19"
1537,"2 мкр-н, д. 3 А"
1538,"2 мкр-н, д. 4А"
1539,"3 мкр-н, д. 6"
1540,"3 мкр-н, д. 6"
1541,"3 мкр-н, д. 6"
1542,"3 мкр-н, д. 6"
1543,"4 мкр-н, д. 21"
1544,"4 мкр-н, д. 21"
1545,"5 мкр-н, д. 11/1"
1546,"трасса Алматы-Усть-Каменогорск, уч-к 51"
1547,"ул. Алматинская, д. 6/4"
1548,"ул. Жамбыла, д. 8"
1549,"11А мкр-н, д. 27/2"
1550,"12 мкр-н, д. 21/2"
1551,"12 мкр-н, д. 46/3"
1552,"12 мкр-н, д. 51/1"
1553,"12 мкр-н, д. 7"
1554,"12 мкр-н, д. 7/1"
1555,"14 мкр-н, д. 3/3"
1556,"15 мкр-н, д. 25"
1557,"15 мкр-н, д. 27"
1558,"15 мкр-н, д. 5"
1559,"16 мкр-н, д. 25/2"
1560,"16 мкр-н, д. 37/2"
1561,"16 мкр-н, д. 8/1"
1562,"17 мкр, д. 47"
1563,"17 мкр-н, д. 41/42"
1564,"17 мкр-н, д. 41/42"
1565,"17 мкр-н, д. 48/1"
1566,"17 мкрн, д. 53/1"
1567,"17 мкр-н, уч-к 47/2"
1568,"18 мкр-н, д. 10/1"
1569,"18 мкр-н, д. 12"
1570,"18 мкр-н, строение 11/1"
1571,"19 мкр-н, д. 75"
1572,"1А мкр-н, д. 3А"
1573,"21 мкр-н, д. 26"
1574,"21 мкр-н, д. 4"
1575,"22 мкр-н, д. 22"
1576,"22 мкр-н, д. 27/61"
1577,"22 мкр-н, д. 3"
1578,"23 мкр-н, д. 11"
1579,"23 мкр-н, д. 13"
1580,"23 мкр-н, д. 4"
1581,"3А мкр-н, д. 5"
1582,"c. Актас, ул. Кржижановского, д. 17"
1583,"бульвар Юности, д. 2А"
1584,"ЖМ Восток-1, д. 15"
1585,"мкр. 11А, д. 18"
1586,"мкр. Восток-1, д. 6/1"
1587,"мкр. Восток-2, д. 5"
1588,"мкр. Восток-2, д. 5"
1589,"мкр. Восток-2, д. 5"
1590,"мкр. Восток-3, д. 17"
1591,"мкр. Восток-3, д. 8/3"
1592,"мкр. Восток-5, д. 1/2"
1593,"мкр. Голубые пруды, д. 10"
1594,"мкр. Голубые пруды, д. 18/3"
1595,"мкр. Голубые Пруды, д. 6/2"
1596,"мкр. Голубые пруды, д. 7/5"
1597,"мкр. Гульдер-1, д. 22"
1598,"мкр. Гульдер-1, д. 2а"
1599,"мкр. Гульдер-1, д. 3/1"
1600,"мкр. Гульдер-1, д. 3/1"
1601,"мкр. Гульдер-1, д. 3Б"
1602,"мкр. Гульдер-1, д. 3Б/2"
1603,"мкр. Гульдер-2, д. 3"
1604,"мкр. Орбита-1, д. 16/8"
1605,"мкр. Орбита-1, д. 4"
1606,"мкр. Орбита-1, д. 6"
1607,"мкр. Орбита-1, ул. Волочаевская, стр. 4а"
1608,"мкр. Степной-1, д. 17"
1609,"мкр. Степной-1, д. 28а"
1610,"мкр. Степной-2, д. 14"
1611,"мкр. Степной-2, д. 40"
1612,"мкр. Степной-3, д. 3Б"
1613,"мкр. Степной-4, д. 20"
1614,"Октябрьский р-н, 15 мкр-н, д. 30"
1615,"пос. Доскей, ул. Гагарина, д. 25"
1616,"пр. Абдирова, д. 44/1"
1617,"пр. Бухар жырау, д. 47"
1618,"пр. Бухар-Жырау, д. 50А"
1619,"пр. Бухар жырау, д. 51/4"
1620,"пр. Бухар-Жырау, д. 53"
1621,"пр. Бухар жырау, д. 55"
1622,"пр. Бухар жырау, д. 55"
1623,"пр. Бухар жырау, д. 56/2"
1624,"пр. Бухар жырау, д. 57а"
1625,"пр. Бухар жырау, д. 59/2"
1626,"пр. Бухар-Жырау, д. 59/2"
1627,"пр. Бухар жырау, д. 76"
1628,"пр. Бухар-Жырау, д. 76"
1629,"пр. Бухар Жырау, д. 77"
1630,"пр. Бухар жырау, д. 86"
1631,"пр. Бухар Жырау, д. 86"
1632,"пр. Бухар Жырау, д. 86/7"
1633,"пр. Н. Абдирова, 19"
1634,"пр. Н. Абдирова, 19"
1635,"пр. Н.Абдирова, д. 19"
1636,"пр. Н.Абдирова, д. 5"
1637,"пр. Назарбаева, д. 15"
1638,"пр. Назарбаева, д. 15"
1639,"пр. Назарбаева, д. 17"
1640,"пр. Назарбаева, д. 26"
1641,"пр. Назарбаева, д. 3"
1642,"пр. Нуркена Абдирова, д. 15"
1643,"пр. Нуркена Абдирова, д. 52"
1644,"Проспект Бухар-Жырау, д. 49/6"
1645,"пр. Республики, д. 18"
1646,"пр. Республики, д. 24"
1647,"пр. Республики, д. 32"
1648,"пр. Республики, д. 32 А"
1649,"пр. Республики, д. 47"
1650,"пр. Республики, д. 9"
1651,"пр. Строителей, д. 10/2"
1652,"пр. Строителей, д. 10/2"
1653,"пр. Строителей, д. 10/2"
1654,"пр. Строителей, д. 13"
1655,"пр. Строителей, д. 13"
1656,"пр. Строителей, д. 22"
1657,"пр. Строителей, д. 25"
1658,"пр. Строителей, д. 25"
1659,"пр. Строителей, д. 37/2"
1660,"пр. Строителей, д. 6/4"
1661,"пр. Шахтеров, д. 82"
1662,"р-н имени Казыбек Би, пр. Сакена Сейфуллина, 7, кв. 9"
1663,"р-н Казыбек би, мкр. Степной 3, д. 8/2"
1664,"р-н Казыбек би, пр. Бухар жырау, 63/2"
1665,"р-н Казыбек би, пр. Бухар жырау, 63/2"
1666,"р-н Казыбек би, ул. Алиханова, 16"
1667,"р-н Казыбек би, ул. Алиханова, 16"
1668,"р-н Октябрьский, мкр. 12, строение 9 а"
1669,"с. Дубовка, ул. Юбилейная, д. 36А"
1670,"с. Топар, ул. Сары Арка, д. 3"
1671,"с. Топар, ул. Сары Арка, д. 54"
1672,"с. Уштобе, ул. Ленинградская, д. 30А"
1673,"ул. 12, д. 4/2"
1674,"ул. 137-й учетный квартал, д. 39"
1675,"ул. 13, д. 3"
1676,"ул. Абдирова, д. 10"
1677,"ул. Абдирова, д. 44/1"
1678,"ул. Алиханова, д. 24/4"
1679,"ул. Алиханова, д. 35"
1680,"ул. Альпинистов, д. 16"
1681,"ул. Бабушкина, д. 108/2"
1682,"ул. Бирюзова, д. 11"
1683,"ул. Бухар жырау, д. 50а"
1684,"ул. Бухар жырау, д. 53"
1685,"ул. Бухар Жырау, д. 74"
1686,"ул. Воинов-интернационалистов, д. 31"
1687,"ул. Воинов-интернационалистов, д. 32"
1688,"ул. Волочаевская, д. 34"
1689,"ул. Гапеева, д. 3"
1690,"ул. Гапеева, д. 3"
1691,"ул. Гастелло, д. 34"
1692,"ул. Гоголя, д. 31"
1693,"ул. Гоголя, д. 34А, блок 1"
1694,"ул. Гоголя, д. 51/4"
1695,"ул. Гоголя, д. 57, ВП 143"
1696,"ул. Гульдер-1, д. 3б"
1697,"ул. Ержанова, д. 23"
1698,"ул. Ержанова, д. 39"
1699,"ул. Ержанова, д. 39"
1700,"ул. Ермекова, д. 104/2"
1701,"ул. Ермекова, д. 104/2"
